2021-01-14-14-53-05,EtaZero-50-DGLValueWinNetwork-0-2021-01-14-14-48-37,"1/aaaaaaa/fdebeed.bebdffg.bbeacaa.cdagabc.bgcacdg.gdaggec.dffcffe|0,6/0,5;6,6/0,0;6,5/1,0/2,0/0,1;6,0/1,6;5,0/0,2/1,5/3,0/0,4;1,1/1,2;4,0/6,4/0,3;2,1/1,3/1,4;6,1/6,3/3,1/2,2/5,1/2,3/4,1/2,6;3,2/3,6;4,2/5,2/3,3;5,3/2,4/4,6;5,4/2,5;3,4/5,6/6,2/4,3/3,5/4,4/4,5/5,5"
2021-01-14-14-57-29,EtaZero-50-DGLValueWinNetwork-0-2021-01-14-14-48-37,"1/aaaaaaa/bgfdcdg.cedggec.feabcde.acbaadb.bgagbea.efbffcf.fcdedga|0,6/1,6/6,0/2,6/6,1/3,6/0,0/1,0/5,0/4,6/6,6/5,1;5,6/0,1/4,0/4,1/0,2;2,0/0,3;0,5;6,2/1,1;1,5/6,3/1,2;2,5/3,5/3,0/0,4;3,1/1,3/1,4/4,5/6,4/5,5/6,5/2,1/5,4/2,2/2,3;3,2;4,4;5,2/3,4;4,2/3,3/2,4/5,3/4,3"
2021-01-14-15-02-02,EtaZero-50-DGLValueWinNetwork-0-2021-01-14-14-48-37,"1/aaaaaaa/dcaadfc.adbccga.fcggebf.eggcabe.ffedegg.fdbeeac.bfbadbd|0,0;6,6/0,1;0,6;5,6/4,6/6,5/0,5/1,0;5,5/4,5/1,1/0,4/6,4/3,6;5,4/0,2;0,3;1,6/1,2;6,0/2,6/1,3/3,5/1,4/2,0;5,0;6,1/2,5;6,2/3,0;4,4/6,3/2,4/1,5;2,3/2,2/5,3/5,2/5,1/4,0/2,1/4,1/3,4/3,1/3,3/4,2/3,2/4,3"
2021-01-14-15-06-35,EtaZero-50-DGLValueWinNetwork-0-2021-01-14-14-48-37,"1/aaaaaaa/ddegbaf.deggbgd.abedgca.eaecdcc.bfdfgab.ffbfaac.ccfbege|0,6/0,0/1,0;1,6/0,1/2,6/0,5;2,0/1,1;6,6/6,0/3,6/0,4;2,1/0,3;6,5/6,4/5,0/4,0;4,6/3,0/5,6/0,2/3,1;5,5/6,1/1,2;1,5/4,1;5,1/4,5/1,3/2,5;3,5/6,2/6,3/1,4/2,4/2,2/5,4/5,2/2,3/5,3/4,2/3,2/4,3/3,4/3,3/4,4"
2021-01-14-15-12-07,EtaZero-50-DGLValueWinNetwork-0-2021-01-14-14-48-37,"1/aaaaaaa/cafbffe.afcdgde.fbgcdbb.gfceeba.dgfddaa.bccgcbg.eadagee|0,0/0,1/0,6/6,6/6,0;6,5/1,6/0,2/0,3/1,0;6,1/2,6;5,0/6,2/0,5/6,4/1,1;2,0/5,6/3,6/1,5/2,5;5,5/3,5/4,6/3,0/5,1/1,2;5,2;5,4/1,3;4,0/0,4/6,3/5,3/4,5/1,4;4,1/3,1;4,2/4,3/3,2/3,3/2,4;4,4/3,4/2,3/2,2"
2021-01-14-15-16-11,EtaZero-50-DGLValueWinNetwork-0-2021-01-14-14-48-37,"1/aaaaaaa/gfbabce.beggedc.affbaaf.dabbeda.dcdggcf.dgeabfg.edcfcce|6,6/5,6/0,6;6,0/5,0/4,0/3,0/2,0/4,6/0,0/0,5;6,5/1,6/0,4;1,0/0,3;3,6/6,4/0,1;6,3/2,6;5,5/1,1/4,5;6,2/3,5/2,5/6,1/0,2/5,4/4,4;5,1/5,3/3,4;5,2/2,4/1,5/1,2;4,3/1,3/2,3;3,3/2,1/3,1/4,1/4,2/3,2/2,2/1,4"
2021-01-14-15-21-27,EtaZero-50-DGLValueWinNetwork-0-2021-01-14-14-48-37,"1/aaaaaaa/dgaagaf.dcfffde.beagadb.cggfabe.egfcgbc.bdebabd.eeccfdc|6,0/0,0/5,0/6,1/6,2/6,6/0,6/6,5/1,0;5,1/5,2/0,5/1,6;4,0/2,6/0,1;4,1/1,5/1,1;3,0/3,1/4,2/0,4/2,0/2,1/6,4/0,2/1,2/3,2/2,5/6,3/1,4/3,6/5,6/3,5;5,5/0,3;2,2;2,4;5,4/4,6/4,5/5,3/1,3/2,3;4,4/3,4/4,3/3,3"
2021-01-14-15-26-33,EtaZero-50-DGLValueWinNetwork-0-2021-01-14-14-48-37,"1/aaaaaaa/dfbgdga.ebafgaf.acgfecb.ebfccce.baagade.ddgdfeg.bdfeccb|6,0/5,0/6,6/6,1/0,0/5,6/5,1/4,0/6,5/3,0;4,6;5,5/2,0/6,4/0,1/0,6;4,1/1,6;5,4;6,2/3,1/5,2/1,0;3,6;6,3/2,6/4,5/0,5/1,5;4,4/4,2/3,5/1,1/2,5/0,2/3,4/0,3/3,2/0,4;5,3/4,3/3,3/2,1/2,2/1,4/1,3/2,3/2,4/1,2"
2021-01-14-15-30-04,EtaZero-50-DGLValueWinNetwork-0-2021-01-14-14-48-37,"1/aaaaaaa/dgcabcc.dcfagbf.afecaef.gdgbgeb.aadfefc.addefge.bdbbgce|6,0/5,0/0,0/4,0/6,1/1,0;5,1/0,1;3,0/0,2;0,6/0,3;4,1/3,1/1,1/1,2;1,6/2,6/0,4;3,6/1,3/2,0/0,5;4,6/2,1/2,2;5,6/3,2/4,2/5,2/6,2/6,6/2,3;6,5/3,3/6,4/1,4;5,5/5,4/1,5;6,3/4,3/2,4/5,3/2,5;4,4/3,5/3,4/4,5"
2021-01-14-15-34-59,EtaZero-50-DGLValueWinNetwork-0-2021-01-14-14-48-37,"1/aaaaaaa/deadbec.cddeagg.gebfffe.adbadab.bfegdef.acgfbcf.cccagbg|0,6/0,0/6,6/0,5/6,0/1,0;6,1/5,6/5,0/0,4/6,2/1,6/1,5/4,6/2,6/4,0;6,5/1,4;3,0/0,1/0,3;1,1/0,2;6,3/5,5/4,5/6,4/3,6;5,4/1,3/2,5;5,3/3,5/5,2/2,0/2,1/3,1;4,4/4,3/4,2/1,2;3,4/2,2/2,4/5,1/3,2/2,3;4,1/3,3"
